,I18,I20,I21,I22,I23,I24,J18,J19,J20,J21,J22,J23,J24
ENSG00000167642,2.574179270660435,3.2033377156467933,2.7033402363299337,2.7646092987471005,2.820239626361859,3.0651939338359617,2.676843503330091,2.4135526739084447,2.569959442547882,2.686903605391505,2.3967730341888784,3.0213977654501263,2.8445104668821477
ENSG00000130402,3.3121775883044915,3.248713776758877,3.1277648302472363,3.3059832096760142,3.003823779567139,3.460099427379264,3.1443320061172453,3.4302677571683415,3.0718583843122786,3.283220440345971,3.0978530129885966,3.1836531240398114,3.0384755773671115
ENSG00000221983,2.6928245990661535,2.6886413260221658,2.9255272972993245,2.2949260719245497,2.820239626361859,2.883121731566118,2.676843503330091,2.899657828988085,2.392071521383173,2.7616947437364403,2.5905946483899025,2.8276181604101605,2.357894308056047
ENSG00000176340,2.574179270660435,3.035229452596164,2.9501265447578846,3.036415841955198,2.975472629256204,2.8461369088821975,3.1207162061085354,2.9340577509403296,3.0384205170311556,2.9574162605251617,2.955576513192876,3.0894901686891725,3.07313076091063
ENSG00000108424,2.9822290295709255,3.122811980821803,2.639120342109994,2.962339175246786,2.820239626361859,2.953224565392506,2.878553239042762,2.66394732398461,2.9679911936972405,2.8312793153025146,2.825107507988645,2.9096878824817765,2.8445104668821477
ENSG00000206503,3.2064045735847784,3.2338160330525034,3.5253754139164974,3.4417452818077408,3.5002987055822077,3.1381312531587104,3.315519334923364,3.5094030860892365,3.2519357639114816,3.49451486734977,3.413635616813178,3.4684613640696957,3.439716712364762
ENSG00000099783,2.486461827949105,2.8103704876791853,2.8744354453424825,2.854175677280675,2.636400846580898,3.2061084491510927,2.8476355305594407,2.9340577509403296,2.8922232090563083,2.3697149162152193,2.2219316785394567,2.471856764153022,2.5476333030438534
ENSG00000122565,2.9247668856722204,2.833034090423049,2.9255272972993245,3.148850529002135,3.1588753389603967,2.8271185654580253,3.1899535922450837,3.1187846022279744,2.622856643102047,2.724998225954708,3.0433467277531787,2.9096878824817765,3.002576164079434
ENSG00000156508,2.9247668856722204,2.85519541665094,3.1676475327789686,3.1273522302165078,3.003823779567139,2.8077315008521397,3.2753907727097373,3.146508172930396,3.3054115742156083,3.2169030773610663,3.0978530129885966,2.9096878824817765,3.1390337938534776
ENSG00000044574,2.9247668856722204,2.7871813116443844,3.0647898378145193,3.0599368747355027,3.084351677083134,2.953224565392506,2.7827756247221447,2.9340577509403296,2.8922232090563083,2.896335286966226,2.7896454397622654,2.9483277885636827,2.965339839674915
ENSG00000147889,2.099506368300579,2.8980969779836414,1.882788780738768,1.7846697991138674,1.8037576897348693,3.1928776627806355,1.7705504919904982,1.5717557874128223,1.8987864451080856,2.0596297902544403,1.7404795740912804,1.6748074935822863,1.543353469559566
ENSG00000198668,2.9247668856722204,2.997929439049281,2.8205920014127948,2.909719131717198,2.7860766486921924,2.901113523486507,2.8476355305594407,2.7072953752699873,2.8922232090563083,2.8643362427991703,2.7147099177933915,2.4088763494672967,2.6036433717865815
ENSG00000234851,2.7647589926795275,2.85519541665094,2.7636836324138425,3.105381581263455,3.1588753389603967,2.883121731566118,2.878553239042762,2.899657828988085,2.7209311614480423,2.8643362427991703,3.0433467277531787,2.471856764153022,2.8445104668821477
ENSG00000126777,3.1607502814876693,2.7391245941706934,3.1676475327789686,2.666224475055436,2.853273947129258,2.6374060467130223,3.1207162061085354,2.5711710666518153,2.852071683832284,2.6060632801695314,2.892468273330715,2.783911022083346,2.7549997110977276
ENSG00000171863,2.439538122245324,2.4886924031036064,2.236200601096458,2.007528715470486,2.3043476148131448,2.403072607686965,2.3230352649509705,1.9958549886098074,1.5148230196055468,2.2569423427795012,2.448862446215656,2.191941059890587,1.9298409488777595
ENSG00000144713,2.164824617230797,2.5198228371001417,2.1316871034157976,2.795364772749675,2.184976054485816,2.6827834121114154,2.7134153299157164,2.5213418506518814,2.45494973187647,2.4710489078327122,2.448862446215656,2.4088763494672967,2.425220819957094
ENSG00000170515,2.486461827949105,2.8980969779836414,2.5704914914011145,2.189660470606603,2.0493985581034546,2.5652288208935694,2.599424942242136,2.5213418506518814,2.622856643102047,2.5181084433080456,2.892468273330715,2.587037548671646,2.7549997110977276
ENSG00000063177,2.5312820348332714,2.8980969779836414,2.9501265447578846,2.8252025030349586,2.3590829343859125,2.4874339491923703,2.676843503330091,2.9673135663722525,2.3249727784342538,2.4710489078327122,3.070971191300139,2.587037548671646,1.9298409488777595
ENSG00000169564,3.2284731684882577,3.0533703751142736,3.0862251856908576,3.3239961649408527,2.885251807987741,3.018733293965801,2.9376607464365114,3.225345599065225,2.9679911936972405,3.2395010706409986,2.985697367125115,2.8694947151801347,2.6566820074089925
ENSG00000124172,2.3903037106936758,2.5198228371001417,2.330817232162015,2.732877828980749,2.4109771358497003,2.403072607686965,2.5155059774310504,2.5213418506518814,2.6730957471144903,2.686903605391505,1.631701593011794,2.531104567180145,2.7549997110977276
ENSG00000196531,2.9539106380977374,2.3890265748749844,2.4968033786293518,2.517898754721667,2.3043476148131448,2.2444246658791225,2.676843503330091,2.4688988730808035,1.7864223279342177,2.9866123459957326,2.6750254774310402,2.9483277885636827,2.6566820074089925
ENSG00000009307,3.0881056747046842,2.9787443823685424,2.847876069167477,2.909719131717198,2.820239626361859,3.2320561650075508,3.1443320061172453,2.5711710666518153,2.8922232090563083,3.0425653622732725,2.8593549675479437,2.471856764153022,2.5476333030438534
ENSG00000237973,2.6928245990661535,2.85519541665094,3.020489435479612,2.795364772749675,3.084351677083134,2.7472076914566634,2.8476355305594407,2.9673135663722525,3.0718583843122786,2.8312793153025146,2.7896454397622654,2.7382059116013373,2.800756276744835
ENSG00000283429,2.9247668856722204,2.8103704876791853,2.9501265447578846,2.962339175246786,2.9462941792954913,2.767792004072847,2.5583455007308484,2.5711710666518153,2.392071521383173,2.8643362427991703,2.7147099177933915,2.6400070561241384,2.7549997110977276
ENSG00000125868,2.486461827949105,2.4886924031036064,2.4172502842045858,3.0829173584571965,2.820239626361859,3.0027540205916963,2.878553239042762,2.7887314887052583,2.6730957471144903,2.3697149162152193,2.4983723615692655,2.6903113767648286,2.357894308056047
ENSG00000161016,2.7647589926795275,2.8103704876791853,2.847876069167477,2.3436755557618105,2.975472629256204,2.3732929045845235,2.878553239042762,2.3549628757312937,2.8922232090563083,2.9574162605251617,3.070971191300139,2.9855300312745556,2.965339839674915
ENSG00000006327,3.0365679311399605,3.035229452596164,3.3129518480314224,3.2876398267774847,2.975472629256204,2.9865152579795264,3.1443320061172453,3.0609193491975897,3.1042142431326165,2.9273420619326607,3.124031079297623,3.2418374758346387,2.8445104668821477
ENSG00000235297,3.0626687835601163,2.997929439049281,2.7636836324138425,2.909719131717198,3.003823779567139,2.7472076914566634,3.0463260273547297,3.030680626710455,2.9308246282303356,3.0425653622732725,3.198688704417188,2.8694947151801347,3.1390337938534776
ENSG00000140416,2.574179270660435,2.7142014963185876,2.4172502842045858,2.3436755557618105,2.2464419742766397,2.589871291614082,2.676843503330091,2.7072953752699873,2.3249727784342538,2.6473001152111078,2.7147099177933915,2.587037548671646,2.6036433717865815
ENSG00000196924,2.6928245990661535,2.763441606144699,2.847876069167477,2.854175677280675,2.975472629256204,2.767792004072847,2.7827756247221447,3.030680626710455,2.6730957471144903,3.1937825845920185,2.6750254774310402,2.531104567180145,2.7070486692640454
ENSG00000172115,2.486461827949105,2.662410657921509,2.605394541147301,2.4771052403151743,2.4603106668822843,2.4600966974993383,2.4238941131358707,2.5213418506518814,2.6730957471144903,3.0425653622732725,3.014937421021827,2.4088763494672967,2.5476333030438534
ENSG00000143761,2.9822290295709255,3.122811980821803,2.7033402363299337,2.795364772749675,2.7860766486921924,3.2320561650075508,2.8476355305594407,2.7072953752699873,2.622856643102047,2.6060632801695314,2.7528794311669254,2.9483277885636827,2.800756276744835
ENSG00000164924,3.271200926575438,2.8980969779836414,2.847876069167477,3.0599368747355027,3.058222998265388,2.9361541776470363,3.2547060146676796,2.66394732398461,2.9308246282303356,3.095552836938366,3.0978530129885966,3.0213977654501263,2.800756276744835
ENSG00000131236,2.574179270660435,2.763441606144699,2.7636836324138425,2.557093177819222,2.184976054485816,2.43199106588528,2.2108509647785826,2.226356027809888,2.6730957471144903,2.3149174944867066,1.8385772010615087,2.191941059890587,2.7549997110977276
ENSG00000111669,2.654819029423146,2.7391245941706934,2.6717457250075634,2.517898754721667,2.4603106668822843,2.6827834121114154,2.5155059774310504,2.6186347389055022,2.8102403308861907,2.5181084433080456,2.6750254774310402,2.6903113767648286,2.357894308056047
ENSG00000011304,2.7988744139680843,2.997929439049281,2.8744354453424825,2.4771052403151743,3.205640908234299,3.0344612409124605,2.9376607464365114,3.030680626710455,2.569959442547882,2.7616947437364403,3.0433467277531787,3.1218730624995183,2.488298995165697
ENSG00000164111,3.2284731684882577,3.3866246273609537,3.2429365399358976,2.962339175246786,3.1346460020303457,3.449851588101872,3.4950623439807185,3.3882206450376935,3.515931851178533,3.145873361571532,3.2902814658725705,3.1532401144156066,3.3141083816500334
ENSG00000145741,3.1129115483621503,2.876876247671292,3.042884932295637,3.0123282165990504,2.820239626361859,2.953224565392506,2.9376607464365114,3.0609193491975897,3.16594509184584,3.1210295852656613,3.0433467277531787,3.1836531240398114,2.800756276744835
ENSG00000118181,2.439538122245324,2.607790319482266,2.7033402363299337,2.7646092987471005,2.6759718924879063,2.7472076914566634,2.5155059774310504,2.6186347389055022,2.622856643102047,2.7970921590240616,2.8593549675479437,2.587037548671646,2.488298995165697
ENSG00000147403,2.486461827949105,2.662410657921509,2.5704914914011145,2.8252025030349586,2.552226728270738,2.4874339491923703,2.7486967131263937,2.9340577509403296,2.569959442547882,2.6473001152111078,2.955576513192876,2.4088763494672967,2.5476333030438534
ENSG00000106803,2.8638004572334808,2.7391245941706934,2.9975808679777454,3.190508380498099,3.003823779567139,3.0950102219578963,3.0463260273547297,3.0609193491975897,3.380618015593008,3.145873361571532,2.633700868978811,2.587037548671646,2.6036433717865815
ENSG00000142089,3.137116955699143,2.9591840478253633,2.9501265447578846,3.1273522302165078,3.313797555844236,3.1658790573632465,3.295656328000589,3.1187846022279744,2.852071683832284,2.896335286966226,3.2902814658725705,3.0213977654501263,2.9266631652227875
ENSG00000150991,2.8318642669639513,2.833034090423049,3.2246390065608175,3.105381581263455,3.2282283351529943,2.8648002951184175,3.1207162061085354,3.0609193491975897,3.1954379251511735,2.896335286966226,3.353859367476961,3.0560234270587348,3.1704250701913335
ENSG00000100097,2.338519176321799,2.4886924031036064,2.9501265447578846,2.8252025030349586,2.9162386927321053,2.5140437188174327,3.0202465500199263,2.292725493702142,2.392071521383173,2.4216649354458806,2.7147099177933915,2.6400070561241384,2.7070486692640454
ENSG00000181524,2.486461827949105,2.3534679051258567,2.5704914914011145,2.434576581621819,2.5951991863587094,1.8741352952638934,2.5583455007308484,2.226356027809888,1.7864223279342177,2.5630525568647355,2.341820493778139,2.107738928862401,1.543353469559566
ENSG00000103187,2.9539106380977374,2.85519541665094,3.0862251856908576,2.7646092987471005,2.636400846580898,2.589871291614082,2.9376607464365114,2.226356027809888,2.852071683832284,2.9574162605251617,2.6750254774310402,3.0213977654501263,2.8864302121507275
ENSG00000204525,3.1607502814876693,3.071188059690512,2.9741351690587736,3.3059832096760142,3.058222998265388,3.1095914806729024,3.233584344073141,3.4706180174908208,2.7209311614480423,3.1937825845920185,3.070971191300139,3.4907423371242996,2.8445104668821477
ENSG00000111057,2.099506368300579,2.0612568202553674,2.18530861518356,1.938617176524515,2.1194832058958593,2.0133619080390868,1.939779445389482,1.4301308194656037,2.0915222846976893,1.6077942265558651,2.0099045512939435,2.191941059890587,2.207897419230693
ENSG00000088832,2.3903037106936758,2.876876247671292,2.075026600514503,2.1325578845233477,2.3590829343859125,3.0344612409124605,2.7827756247221447,2.292725493702142,2.7665824309644704,2.5181084433080456,2.341820493778139,2.191941059890587,1.8168361911830326
ENSG00000131143,2.8318642669639513,2.6354733650254016,2.639120342109994,3.1273522302165078,2.7507051537404563,2.970008439065902,2.9659539779593636,2.8270904854609618,3.0038257634564225,3.095552836938366,2.8593549675479437,2.4088763494672967,2.800756276744835
ENSG00000089280,3.0626687835601163,3.035229452596164,2.534326023752604,2.8823329893541714,3.1098149961272465,2.953224565392506,2.5583455007308484,2.6186347389055022,3.2240857921984984,2.686903605391505,3.014937421021827,3.0213977654501263,3.0384755773671115
ENSG00000140264,3.3121775883044915,3.105898401418945,3.0647898378145193,3.169896361140777,3.1098149961272465,2.8648002951184175,3.0717426167084185,3.0609193491975897,2.7665824309644704,3.2395010706409986,2.7147099177933915,3.0894901686891725,2.9266631652227875
ENSG00000182774,2.164824617230797,2.607790319482266,2.7636836324138425,2.666224475055436,2.820239626361859,2.5140437188174327,2.599424942242136,2.6186347389055022,2.569959442547882,2.686903605391505,2.1561275578926473,2.471856764153022,2.7070486692640454
ENSG00000113739,3.2284731684882577,3.263392831681874,3.1277648302472363,2.9876460264366957,3.334092807619193,3.2447818325257405,3.167402942762257,3.3443276764738035,3.3311139836979473,3.32510822309965,2.8593549675479437,3.213168417606894,3.0384755773671115
ENSG00000102172,2.439538122245324,2.8103704876791853,2.1316871034157976,2.434576581621819,2.2464419742766397,2.8271185654580253,2.676843503330091,2.4688988730808035,2.514107080960038,2.2569423427795012,2.7147099177933915,2.4088763494672967,2.6566820074089925
ENSG00000173113,3.0881056747046842,3.263392831681874,2.605394541147301,2.557093177819222,2.6759718924879063,3.1239631782872674,3.212006904600399,2.8640322652614496,2.852071683832284,2.8643362427991703,2.7147099177933915,2.6400070561241384,2.9266631652227875
ENSG00000117724,2.164824617230797,2.7142014963185876,2.639120342109994,2.557093177819222,2.4109771358497003,2.8271185654580253,2.5583455007308484,2.292725493702142,2.3249727784342538,2.0596297902544403,2.4983723615692655,2.471856764153022,2.357894308056047
ENSG00000123689,1.7848027431614928,2.2385111373247684,1.5506508778134365,1.938617176524515,1.3397300614471719,2.403072607686965,2.084472191923229,2.0787339091580495,1.9997905836167882,1.813569764462005,1.2089717452109743,1.3588833375050275,2.0313623347895624
ENSG00000139644,2.9247668856722204,2.8103704876791853,2.847876069167477,2.795364772749675,3.0313932526886505,2.767792004072847,3.0717426167084185,2.8270904854609618,3.0038257634564225,2.686903605391505,3.0433467277531787,2.8276181604101605,2.7549997110977276
ENSG00000170889,2.8318642669639513,2.7391245941706934,2.3749673017066475,2.732877828980749,2.552226728270738,2.6827834121114154,2.4238941131358707,2.9994989356302346,2.569959442547882,2.8643362427991703,2.8593549675479437,2.8276181604101605,2.5476333030438534
ENSG00000245910,2.439538122245324,2.4233641228542235,2.18530861518356,2.4771052403151743,1.8925132112049685,2.8648002951184175,2.014740537805698,1.9958549886098074,2.253045890380962,2.195398092810185,2.0099045512939435,1.6748074935822863,2.425220819957094
ENSG00000062716,2.729438476085454,2.763441606144699,2.733967031011416,2.557093177819222,3.084351677083134,2.918787323645782,2.9659539779593636,2.7488421830909595,2.622856643102047,2.6473001152111078,2.7147099177933915,2.8694947151801347,2.5476333030438534
ENSG00000158417,2.2261367296278216,2.3165980491002056,2.1316871034157976,2.1325578845233477,2.507324396316925,2.589871291614082,2.7134153299157164,2.4688988730808035,2.253045890380962,2.3697149162152193,2.7528794311669254,2.191941059890587,2.425220819957094
ENSG00000088247,2.7647589926795275,2.9591840478253633,2.3749673017066475,2.4771052403151743,2.507324396316925,2.9865152579795264,2.7134153299157164,2.292725493702142,2.7209311614480423,2.6473001152111078,2.0099045512939435,2.7382059116013373,2.6566820074089925
ENSG00000088986,2.6928245990661535,2.6354733650254016,2.7636836324138425,2.962339175246786,2.820239626361859,2.8271185654580253,2.908543641360718,3.225345599065225,2.852071683832284,2.8312793153025146,3.070971191300139,3.0213977654501263,2.8445104668821477
ENSG00000113810,2.3903037106936758,2.5793190507406765,2.330817232162015,2.189660470606603,2.7140364932538112,2.5399637234463075,2.638883239958646,2.6186347389055022,2.622856643102047,2.3149174944867066,2.283671677188233,3.1532401144156066,2.357894308056047
ENSG00000130826,1.9544836005232362,2.3890265748749844,1.644583988156501,2.1325578845233477,2.507324396316925,2.4874339491923703,1.7705504919904982,1.905481319672695,2.622856643102047,1.813569764462005,1.8385772010615087,1.8018300477916511,2.207897419230693
ENSG00000198258,2.439538122245324,2.2385111373247684,2.1316871034157976,2.1325578845233477,1.7063505131066277,2.4600966974993383,2.014740537805698,2.226356027809888,2.253045890380962,2.195398092810185,2.3967730341888784,2.107738928862401,1.9298409488777595
ENSG00000106028,2.654819029423146,2.662410657921509,1.882788780738768,2.7646092987471005,2.6759718924879063,2.8648002951184175,2.3747357138579575,2.7887314887052583,2.9679911936972405,2.6060632801695314,2.4983723615692655,2.9096878824817765,2.123520408486718
ENSG00000057019,3.2918991286083923,3.2033377156467933,3.2429365399358976,2.854175677280675,3.1588753389603967,3.0950102219578963,2.9376607464365114,2.8640322652614496,3.0718583843122786,2.9273420619326607,3.124031079297623,3.0213977654501263,3.002576164079434
ENSG00000175606,1.9544836005232362,3.01675334711826,1.446970875867564,2.2436777380841266,2.0493985581034546,2.9865152579795264,2.014740537805698,1.8061214098201093,2.514107080960038,2.0596297902544403,1.7404795740912804,2.471856764153022,1.543353469559566
ENSG00000242299,2.439538122245324,2.8103704876791853,2.7033402363299337,2.962339175246786,2.1194832058958593,2.8271185654580253,2.878553239042762,2.8640322652614496,2.7665824309644704,2.5181084433080456,2.7528794311669254,2.9096878824817765,2.5476333030438534
ENSG00000147065,2.338519176321799,2.9591840478253633,2.733967031011416,2.4771052403151743,2.9162386927321053,3.2061084491510927,2.638883239958646,1.9958549886098074,2.7665824309644704,2.4710489078327122,2.283671677188233,2.8694947151801347,2.5476333030438534
ENSG00000142669,3.0626687835601163,2.9787443823685424,3.260905280669377,3.148850529002135,2.9162386927321053,3.257347590258032,3.0717426167084185,2.7488421830909595,3.0718583843122786,3.145873361571532,3.245533373035062,2.8276181604101605,3.508145036970592
ENSG00000075618,2.574179270660435,2.607790319482266,2.330817232162015,2.854175677280675,2.5951991863587094,2.8648002951184175,2.268515455257906,2.5213418506518814,1.9997905836167882,3.0149801455993224,2.7528794311669254,2.587037548671646,2.7070486692640454
ENSG00000125356,2.6928245990661535,3.139444242550541,2.534326023752604,2.3901585878404314,2.5951991863587094,3.363853269770965,2.3230352649509705,2.6186347389055022,2.569959442547882,2.5181084433080456,2.4983723615692655,2.6400070561241384,2.6036433717865815
ENSG00000171345,2.8947482126901134,2.7391245941706934,2.9255272972993245,2.517898754721667,2.552226728270738,2.6374060467130223,2.7486967131263937,2.9340577509403296,2.622856643102047,2.7616947437364403,2.825107507988645,3.0560234270587348,3.1390337938534776
ENSG00000137309,3.0881056747046842,2.7871813116443844,3.020489435479612,3.2499116743520777,2.9462941792954913,2.901113523486507,3.167402942762257,3.030680626710455,2.569959442547882,2.5630525568647355,3.0433467277531787,2.783911022083346,3.1704250701913335
ENSG00000167283,2.654819029423146,2.876876247671292,2.8205920014127948,2.962339175246786,2.975472629256204,3.1658790573632465,3.0463260273547297,2.7072953752699873,3.279031084265601,2.8643362427991703,2.825107507988645,2.783911022083346,3.07313076091063
ENSG00000188229,2.7988744139680843,2.607790319482266,2.9741351690587736,2.854175677280675,2.9462941792954913,2.6374060467130223,2.815731336416723,2.7072953752699873,2.7665824309644704,2.8643362427991703,2.985697367125115,2.471856764153022,2.488298995165697
ENSG00000131711,2.9247668856722204,3.071188059690512,2.9975808679777454,2.854175677280675,2.4603106668822843,2.589871291614082,2.676843503330091,2.7072953752699873,3.1954379251511735,3.2169030773610663,2.9245201419140536,3.2418374758346387,3.2590868864503832
ENSG00000150093,2.654819029423146,2.4233641228542235,2.792542582606381,2.2949260719245497,2.3043476148131448,2.1355522430345206,2.599424942242136,2.4688988730808035,2.0915222846976893,1.9024887588716517,2.283671677188233,2.2696005336479903,2.488298995165697
ENSG00000119707,2.338519176321799,2.7871813116443844,2.236200601096458,2.007528715470486,2.2464419742766397,2.7472076914566634,2.599424942242136,1.905481319672695,1.7864223279342177,2.4710489078327122,2.283671677188233,2.107738928862401,2.488298995165697
ENSG00000112081,3.0881056747046842,2.85519541665094,2.9975808679777454,2.8252025030349586,2.4109771358497003,2.953224565392506,2.9659539779593636,2.8640322652614496,3.0038257634564225,2.8312793153025146,2.7896454397622654,2.783911022083346,2.5476333030438534
ENSG00000142534,2.574179270660435,2.6886413260221658,2.7636836324138425,2.666224475055436,2.636400846580898,2.43199106588528,2.878553239042762,2.5213418506518814,2.514107080960038,3.095552836938366,2.825107507988645,2.3416612034430044,2.488298995165697
ENSG00000150753,2.6153117762341624,3.071188059690512,2.6717457250075634,2.517898754721667,2.507324396316925,2.6603520954936735,2.5583455007308484,3.030680626710455,2.8102403308861907,2.3149174944867066,3.014937421021827,2.6903113767648286,2.6566820074089925
ENSG00000232573,2.7988744139680843,2.6354733650254016,2.4968033786293518,2.962339175246786,2.820239626361859,2.5652288208935694,3.0202465500199263,2.66394732398461,2.8102403308861907,2.5181084433080456,2.633700868978811,2.6903113767648286,2.207897419230693
ENSG00000091527,2.574179270660435,2.4886924031036064,2.0149618323275442,2.2436777380841266,2.507324396316925,2.403072607686965,2.3747357138579575,2.4135526739084447,1.5148230196055468,1.9841427669199623,1.9279055300455106,1.9145212008382146,2.7070486692640454
ENSG00000119888,1.8732378118024398,1.9592602554470926,2.2846275378218475,1.697787774872767,2.1194832058958593,2.1355522430345206,1.3104456174796704,2.0787339091580495,1.5148230196055468,1.813569764462005,1.9279055300455106,1.6748074935822863,1.8168361911830326
ENSG00000160789,2.7647589926795275,2.93923346042757,3.042884932295637,2.8823329893541714,3.1098149961272465,2.7472076914566634,3.233584344073141,2.9340577509403296,3.1954379251511735,3.145873361571532,3.014937421021827,3.1836531240398114,2.8864302121507275
ENSG00000135046,2.8947482126901134,2.662410657921509,2.605394541147301,2.9363752221816006,2.6759718924879063,2.767792004072847,2.8476355305594407,2.7887314887052583,2.514107080960038,2.9574162605251617,2.825107507988645,2.531104567180145,3.002576164079434
ENSG00000127022,3.0097675244833195,2.997929439049281,2.8744354453424825,3.169896361140777,2.9462941792954913,3.1928776627806355,2.908543641360718,2.8270904854609618,3.0384205170311556,2.9273420619326607,2.633700868978811,2.8694947151801347,3.0384755773671115
ENSG00000105323,3.137116955699143,3.139444242550541,2.8744354453424825,3.0829173584571965,3.2503168193061907,3.341146282520316,2.7486967131263937,2.9340577509403296,3.1954379251511735,2.686903605391505,3.0978530129885966,3.0213977654501263,2.5476333030438534
ENSG00000149806,2.7988744139680843,2.876876247671292,2.792542582606381,2.9876460264366957,2.5951991863587094,2.6374060467130223,3.1899535922450837,2.8270904854609618,3.0038257634564225,3.0149801455993224,2.955576513192876,2.6903113767648286,2.800756276744835
ENSG00000125835,2.8318642669639513,2.93923346042757,2.8744354453424825,2.795364772749675,2.7140364932538112,2.953224565392506,2.878553239042762,2.9340577509403296,2.3249727784342538,2.8643362427991703,3.0978530129885966,2.8276181604101605,2.425220819957094
ENSG00000165502,2.574179270660435,2.93923346042757,2.7033402363299337,2.7646092987471005,2.885251807987741,2.9361541776470363,2.3747357138579575,2.7072953752699873,2.8102403308861907,2.724998225954708,2.448862446215656,2.8694947151801347,2.8445104668821477
ENSG00000213315,2.5312820348332714,2.7142014963185876,2.330817232162015,2.6311542017256904,2.636400846580898,2.589871291614082,2.7827756247221447,2.7072953752699873,2.392071521383173,2.5630525568647355,2.5905946483899025,2.587037548671646,2.7070486692640454
ENSG00000106263,2.2261367296278216,2.45656164116645,2.330817232162015,2.3901585878404314,2.3043476148131448,2.4874339491923703,2.268515455257906,2.3549628757312937,2.514107080960038,2.3697149162152193,2.448862446215656,2.3416612034430044,2.5476333030438534
ENSG00000105971,1.3230001759373526,2.1538062346935374,2.330817232162015,2.2949260719245497,1.3397300614471719,2.2094345312609103,2.014740537805698,1.905481319672695,1.1407676734592573,2.195398092810185,2.0099045512939435,1.9145212008382146,1.9298409488777595
ENSG00000149925,2.3903037106936758,2.45656164116645,2.4968033786293518,2.1325578845233477,1.8925132112049685,2.6603520954936735,2.3230352649509705,1.8061214098201093,2.253045890380962,2.2569423427795012,2.283671677188233,2.531104567180145,2.357894308056047
